"","celltype_gt","celltype","model"
"82306","Malignant","Malignant","singleR"
"82307","Malignant","Malignant","singleR"
"82308","Myoepi","Myoepi","singleR"
"82309","Stromal","Stromal","singleR"
"82310","Malignant","Malignant","singleR"
"82311","Malignant","Myoepi","singleR"
"82312","Stromal","Stromal","singleR"
"82313","Malignant","Myoepi","singleR"
"82314","Stromal","Stromal","singleR"
"82315","T","T","singleR"
"82316","Malignant","Malignant","singleR"
"82317","Malignant","Myoepi","singleR"
"82318","Stromal","Stromal","singleR"
"82319","Malignant","Myoepi","singleR"
"82320","Stromal","Stromal","singleR"
"82321","Stromal","Stromal","singleR"
"82322","Malignant","Malignant","singleR"
"82323","Malignant","Malignant","singleR"
"82324","Malignant","Malignant","singleR"
"82325","Malignant","Malignant","singleR"
"82326","Malignant","Malignant","singleR"
"82327","Stromal","Stromal","singleR"
"82328","Malignant","Macrophage","singleR"
"82329","Malignant","Malignant","singleR"
"82330","Malignant","Malignant","singleR"
"82331","Stromal","Stromal","singleR"
"82332","Malignant","Malignant","singleR"
"82333","Macrophage","Stromal","singleR"
"82334","Myoepi","Malignant","singleR"
"82335","Malignant","Malignant","singleR"
"82336","Stromal","Stromal","singleR"
"82337","Stromal","DC_Mast","singleR"
"82338","Malignant","Malignant","singleR"
"82339","Stromal","Stromal","singleR"
"82340","Malignant","Malignant","singleR"
"82341","Stromal","Stromal","singleR"
"82342","Myoepi","Stromal","singleR"
"82343","Stromal","Stromal","singleR"
"82344","Myoepi","Malignant","singleR"
"82345","T","T","singleR"
"82346","Myoepi","Myoepi","singleR"
"82347","Malignant","Myoepi","singleR"
"82348","Myoepi","Myoepi","singleR"
"82349","Malignant","Malignant","singleR"
"82350","Malignant","Malignant","singleR"
"82351","Myoepi","Myoepi","singleR"
"82352","Malignant","Malignant","singleR"
"82353","Malignant","Malignant","singleR"
"82354","Myoepi","Myoepi","singleR"
"82355","Macrophage","Plasma","singleR"
"82356","Malignant","Malignant","singleR"
"82357","Myoepi","Myoepi","singleR"
"82358","Myoepi","Myoepi","singleR"
"82359","Malignant","Myoepi","singleR"
"82360","Malignant","Stromal","singleR"
"82361","Malignant","Malignant","singleR"
"82362","Malignant","Myoepi","singleR"
"82363","Malignant","Malignant","singleR"
"82364","Malignant","Malignant","singleR"
"82365","Myoepi","Malignant","singleR"
"82366","Malignant","Malignant","singleR"
"82367","Stromal","Stromal","singleR"
"82368","Malignant","Malignant","singleR"
"82369","Malignant","Myoepi","singleR"
"82370","Malignant","Malignant","singleR"
"82371","Malignant","Myoepi","singleR"
"82372","Stromal","Stromal","singleR"
"82373","Malignant","Malignant","singleR"
"82374","Myoepi","Myoepi","singleR"
"82375","Malignant","Malignant","singleR"
"82376","Stromal","Stromal","singleR"
"82377","Stromal","Stromal","singleR"
"82378","Stromal","Stromal","singleR"
"82379","Malignant","Malignant","singleR"
"82380","Malignant","Malignant","singleR"
"82381","Myoepi","Myoepi","singleR"
"82382","Stromal","Stromal","singleR"
"82383","Malignant","Malignant","singleR"
"82384","Malignant","Malignant","singleR"
"82385","Malignant","Myoepi","singleR"
"82386","Malignant","Malignant","singleR"
"82387","Myoepi","Myoepi","singleR"
"82388","Stromal","Stromal","singleR"
"82389","Macrophage","Macrophage","singleR"
"82390","Myoepi","Myoepi","singleR"
"82391","Macrophage","Malignant","singleR"
"82392","Myoepi","Myoepi","singleR"
"82393","Malignant","Macrophage","singleR"
"82394","Malignant","Malignant","singleR"
"82395","Malignant","Malignant","singleR"
"82396","Malignant","Malignant","singleR"
"82397","Malignant","Malignant","singleR"
"82398","Myoepi","Myoepi","singleR"
"82399","Myoepi","Malignant","singleR"
"82400","Stromal","Stromal","singleR"
"82401","Malignant","Myoepi","singleR"
"82402","Myoepi","Myoepi","singleR"
"82403","Stromal","Stromal","singleR"
"82404","Malignant","Malignant","singleR"
"82405","T","Macrophage","singleR"
"82406","Stromal","Stromal","singleR"
"82407","Malignant","Malignant","singleR"
"82408","Macrophage","Macrophage","singleR"
"82409","Malignant","Myoepi","singleR"
"82410","Malignant","Malignant","singleR"
"82411","Plasma","Plasma","singleR"
"82412","Malignant","Malignant","singleR"
"82413","Malignant","Malignant","singleR"
"82414","Malignant","Malignant","singleR"
"82415","Myoepi","Myoepi","singleR"
"82416","Stromal","Stromal","singleR"
"82417","Myoepi","Myoepi","singleR"
"82418","T","Myoepi","singleR"
"82419","Malignant","Malignant","singleR"
"82420","T","Stromal","singleR"
"82421","DC_Mast","Stromal","singleR"
"82422","Macrophage","Myoepi","singleR"
"82423","Malignant","Malignant","singleR"
"82424","Stromal","Stromal","singleR"
"82425","Malignant","Myoepi","singleR"
"82426","Stromal","Macrophage","singleR"
"82427","T","Macrophage","singleR"
"82428","Stromal","Stromal","singleR"
"82429","Malignant","Malignant","singleR"
"82430","Myoepi","Myoepi","singleR"
"82431","Stromal","Stromal","singleR"
"82432","Myoepi","Malignant","singleR"
"82433","Malignant","Myoepi","singleR"
"82434","Malignant","Myoepi","singleR"
"82435","Malignant","Myoepi","singleR"
"82436","Myoepi","Myoepi","singleR"
"82437","Malignant","Malignant","singleR"
"82438","Myoepi","Myoepi","singleR"
"82439","Stromal","T","singleR"
"82440","Malignant","Malignant","singleR"
"82441","Myoepi","Malignant","singleR"
"82442","Myoepi","Myoepi","singleR"
"82443","Malignant","Malignant","singleR"
"82444","Malignant","Malignant","singleR"
"82445","Macrophage","Macrophage","singleR"
"82446","Malignant","Malignant","singleR"
"82447","Myoepi","Myoepi","singleR"
"82448","Stromal","Stromal","singleR"
"82449","Stromal","Macrophage","singleR"
"82450","Malignant","Malignant","singleR"
"82451","Malignant","Malignant","singleR"
"82452","Myoepi","Myoepi","singleR"
"82453","Stromal","Stromal","singleR"
"82454","Myoepi","Myoepi","singleR"
"82455","Stromal","Stromal","singleR"
"82456","Malignant","Myoepi","singleR"
"82457","Malignant","Myoepi","singleR"
"82458","Myoepi","Malignant","singleR"
"82459","Malignant","Malignant","singleR"
"82460","Macrophage","Macrophage","singleR"
"82461","Plasma","Plasma","singleR"
"82462","Stromal","Stromal","singleR"
"82463","Myoepi","Myoepi","singleR"
"82464","T","T","singleR"
"82465","Myoepi","Myoepi","singleR"
"82466","Macrophage","Plasma","singleR"
"82467","Malignant","Malignant","singleR"
"82468","Macrophage","Macrophage","singleR"
"82469","Malignant","Malignant","singleR"
"82470","Malignant","Malignant","singleR"
"82471","Malignant","Malignant","singleR"
"82472","Malignant","Malignant","singleR"
"82473","Malignant","Malignant","singleR"
"82474","Malignant","Myoepi","singleR"
"82475","Malignant","Malignant","singleR"
"82476","Malignant","Malignant","singleR"
"82477","T","T","singleR"
"82478","Malignant","Malignant","singleR"
"82479","Malignant","Myoepi","singleR"
"82480","Malignant","Myoepi","singleR"
"82481","Malignant","Malignant","singleR"
"82482","Malignant","Myoepi","singleR"
"82483","Malignant","Malignant","singleR"
"82484","T","T","singleR"
"82485","Malignant","Myoepi","singleR"
"82486","Malignant","Malignant","singleR"
"82487","Malignant","Myoepi","singleR"
"82488","T","T","singleR"
"82489","Stromal","Stromal","singleR"
"82490","Malignant","Myoepi","singleR"
"82491","Plasma","Plasma","singleR"
"82492","Malignant","Myoepi","singleR"
"82493","Myoepi","Myoepi","singleR"
"82494","Stromal","Stromal","singleR"
"82495","Malignant","Myoepi","singleR"
"82496","Malignant","Malignant","singleR"
"82497","Stromal","Stromal","singleR"
"82498","Stromal","Stromal","singleR"
"82499","Malignant","Malignant","singleR"
"82500","Myoepi","Myoepi","singleR"
"82501","Stromal","Stromal","singleR"
"82502","Malignant","Malignant","singleR"
"82503","T","T","singleR"
"82504","Malignant","Malignant","singleR"
"82505","Malignant","Malignant","singleR"
"82506","Stromal","Stromal","singleR"
"82507","Malignant","Myoepi","singleR"
"82508","T","T","singleR"
"82509","Stromal","Stromal","singleR"
"82510","Myoepi","Malignant","singleR"
"82511","Malignant","Myoepi","singleR"
"82512","Myoepi","Myoepi","singleR"
"82513","Stromal","Stromal","singleR"
"82514","Malignant","Myoepi","singleR"
"82515","Malignant","Myoepi","singleR"
"82516","Malignant","Malignant","singleR"
"82517","Stromal","Myoepi","singleR"
"82518","Plasma","Stromal","singleR"
"82519","Myoepi","Malignant","singleR"
"82520","Myoepi","Myoepi","singleR"
"82521","Myoepi","Myoepi","singleR"
"82522","Malignant","Malignant","singleR"
"82523","Plasma","Plasma","singleR"
"82524","Malignant","Myoepi","singleR"
"82525","Macrophage","Macrophage","singleR"
"82526","T","DC_Mast","singleR"
"82527","Malignant","Malignant","singleR"
"82528","Malignant","Malignant","singleR"
"82529","Malignant","Myoepi","singleR"
"82530","Malignant","Malignant","singleR"
"82531","Stromal","Stromal","singleR"
"82532","Macrophage","Macrophage","singleR"
"82533","Malignant","Malignant","singleR"
"82534","T","T","singleR"
"82535","Malignant","Malignant","singleR"
"82536","Macrophage","Stromal","singleR"
"82537","Malignant","Myoepi","singleR"
"82538","Malignant","Myoepi","singleR"
"82539","Malignant","Malignant","singleR"
"82540","Myoepi","Malignant","singleR"
"82541","Stromal","T","singleR"
"82542","Myoepi","Myoepi","singleR"
"82543","Malignant","Myoepi","singleR"
"82544","Stromal","Stromal","singleR"
"82545","Malignant","Malignant","singleR"
"82546","Stromal","Stromal","singleR"
"82547","Myoepi","Malignant","singleR"
"82548","T","T","singleR"
"82549","Myoepi","Malignant","singleR"
"82550","Plasma","Plasma","singleR"
"82551","DC_Mast","T","singleR"
"82552","Myoepi","Myoepi","singleR"
"82553","Macrophage","Macrophage","singleR"
"82554","Myoepi","Myoepi","singleR"
"82555","Malignant","Malignant","singleR"
"82556","Stromal","Stromal","singleR"
"82557","Stromal","Stromal","singleR"
"82558","Myoepi","Myoepi","singleR"
"82559","Malignant","Malignant","singleR"
"82560","Malignant","Malignant","singleR"
"82561","Myoepi","Malignant","singleR"
"82562","Malignant","Malignant","singleR"
"82563","Plasma","Stromal","singleR"
"82564","Stromal","Stromal","singleR"
"82565","Malignant","Myoepi","singleR"
"82566","Malignant","Myoepi","singleR"
"82567","Myoepi","Myoepi","singleR"
"82568","Malignant","Myoepi","singleR"
"82569","Macrophage","Macrophage","singleR"
"82570","Malignant","Malignant","singleR"
"82571","Stromal","Stromal","singleR"
"82572","Macrophage","Stromal","singleR"
"82573","Myoepi","Myoepi","singleR"
"82574","Malignant","Malignant","singleR"
"82575","DC_Mast","Macrophage","singleR"
"82576","T","T","singleR"
"82577","Malignant","Myoepi","singleR"
"82578","Malignant","Malignant","singleR"
"82579","Stromal","Stromal","singleR"
"82580","Malignant","Malignant","singleR"
"82581","Macrophage","Myoepi","singleR"
"82582","Malignant","Malignant","singleR"
"82583","Malignant","Malignant","singleR"
"82584","Myoepi","Myoepi","singleR"
"82585","Macrophage","Stromal","singleR"
"82586","Malignant","Malignant","singleR"
"82587","Myoepi","Myoepi","singleR"
"82588","Malignant","Myoepi","singleR"
"82589","Stromal","Stromal","singleR"
"82590","Malignant","Malignant","singleR"
"82591","Macrophage","Macrophage","singleR"
"82592","Malignant","Malignant","singleR"
"82593","Macrophage","Malignant","singleR"
"82594","Malignant","Myoepi","singleR"
"82595","Malignant","Malignant","singleR"
"82596","Stromal","Stromal","singleR"
"82597","Malignant","Malignant","singleR"
"82598","Malignant","Myoepi","singleR"
"82599","Malignant","Malignant","singleR"
"82600","Macrophage","Macrophage","singleR"
"82601","T","T","singleR"
"82602","Malignant","Malignant","singleR"
"82603","Malignant","Malignant","singleR"
"82604","Malignant","Malignant","singleR"
"82605","Stromal","Myoepi","singleR"
"82606","Malignant","Myoepi","singleR"
"82607","Malignant","Myoepi","singleR"
"82608","Malignant","Malignant","singleR"
"82609","T","T","singleR"
"82610","Malignant","Malignant","singleR"
"82611","Malignant","Malignant","singleR"
"82612","Myoepi","Myoepi","singleR"
"82613","Stromal","Stromal","singleR"
"82614","Malignant","Malignant","singleR"
"82615","Malignant","Malignant","singleR"
"82616","Malignant","Malignant","singleR"
"82617","Malignant","Malignant","singleR"
"82618","Stromal","Stromal","singleR"
"82619","T","T","singleR"
"82620","Malignant","Malignant","singleR"
"82621","Malignant","Malignant","singleR"
"82622","Malignant","Myoepi","singleR"
"82623","Malignant","Malignant","singleR"
"82624","DC_Mast","T","singleR"
"82625","Malignant","Myoepi","singleR"
"82626","Malignant","Malignant","singleR"
"82627","Malignant","Myoepi","singleR"
"82628","Malignant","Malignant","singleR"
"82629","Macrophage","Malignant","singleR"
"82630","Malignant","Malignant","singleR"
"82631","Malignant","Malignant","singleR"
"82632","Malignant","Malignant","singleR"
"82633","Malignant","Malignant","singleR"
"82634","Malignant","Malignant","singleR"
"82635","Malignant","Myoepi","singleR"
"82636","Stromal","Malignant","singleR"
"82637","Malignant","Malignant","singleR"
"82638","Malignant","Myoepi","singleR"
"82639","T","T","singleR"
"82640","Myoepi","Myoepi","singleR"
"82641","Malignant","Malignant","singleR"
"82642","Myoepi","Myoepi","singleR"
"82643","Stromal","Stromal","singleR"
"82644","Stromal","Stromal","singleR"
"82645","Stromal","Stromal","singleR"
"82646","Malignant","Malignant","singleR"
"82647","Plasma","T","singleR"
"82648","Stromal","Stromal","singleR"
"82649","Malignant","Malignant","singleR"
"82650","T","T","singleR"
"82651","Malignant","Myoepi","singleR"
"82652","Malignant","Myoepi","singleR"
"82653","Myoepi","Myoepi","singleR"
"82654","Myoepi","Myoepi","singleR"
"82655","Myoepi","Myoepi","singleR"
"82656","Stromal","Stromal","singleR"
"82657","Myoepi","Myoepi","singleR"
"82658","Malignant","Malignant","singleR"
"82659","T","T","singleR"
"82660","Malignant","Malignant","singleR"
"82661","Malignant","Myoepi","singleR"
"82662","Myoepi","Myoepi","singleR"
"82663","T","T","singleR"
"82664","T","T","singleR"
"82665","Macrophage","Macrophage","singleR"
"82666","Malignant","Myoepi","singleR"
"82667","Stromal","Stromal","singleR"
"82668","Malignant","Myoepi","singleR"
"82669","Malignant","Malignant","singleR"
"82670","Myoepi","Myoepi","singleR"
"82671","Malignant","Malignant","singleR"
"82672","Myoepi","Malignant","singleR"
"82673","Stromal","Stromal","singleR"
"82674","T","DC_Mast","singleR"
"82675","Myoepi","Malignant","singleR"
"82676","Stromal","Plasma","singleR"
"82677","T","Stromal","singleR"
"82678","Malignant","Myoepi","singleR"
"82679","Macrophage","Plasma","singleR"
"82680","Malignant","Malignant","singleR"
"82681","Malignant","Myoepi","singleR"
"82682","Malignant","Myoepi","singleR"
"82683","Malignant","Myoepi","singleR"
"82684","Malignant","Myoepi","singleR"
"82685","Macrophage","Macrophage","singleR"
"82686","DC_Mast","Stromal","singleR"
"82687","Macrophage","Macrophage","singleR"
"82688","DC_Mast","Stromal","singleR"
"82689","Macrophage","Macrophage","singleR"
"82690","Malignant","Myoepi","singleR"
"82691","Macrophage","Plasma","singleR"
"82692","Myoepi","Myoepi","singleR"
"82693","Macrophage","T","singleR"
"82694","Malignant","Malignant","singleR"
"82695","Myoepi","Myoepi","singleR"
"82696","Stromal","Stromal","singleR"
"82697","Malignant","Myoepi","singleR"
"82698","Malignant","Malignant","singleR"
"82699","Malignant","Malignant","singleR"
"82700","T","T","singleR"
"82701","Malignant","Malignant","singleR"
"82702","Macrophage","Myoepi","singleR"
"82703","Malignant","Myoepi","singleR"
"82704","Macrophage","Macrophage","singleR"
"82705","Malignant","Malignant","singleR"
"82706","Malignant","Myoepi","singleR"
"82707","Malignant","Malignant","singleR"
"82708","Malignant","Malignant","singleR"
"82709","Malignant","Malignant","singleR"
"82710","Stromal","Macrophage","singleR"
"82711","Stromal","Stromal","singleR"
"82712","Stromal","Stromal","singleR"
"82713","Malignant","Malignant","singleR"
"82714","Malignant","Malignant","singleR"
"82715","Myoepi","Myoepi","singleR"
"82716","Malignant","Malignant","singleR"
"82717","Malignant","Malignant","singleR"
"82718","Macrophage","Stromal","singleR"
"82719","Malignant","Malignant","singleR"
"82720","Myoepi","Myoepi","singleR"
"82721","Malignant","Malignant","singleR"
"82722","Stromal","Macrophage","singleR"
"82723","Macrophage","Macrophage","singleR"
"82724","Malignant","Myoepi","singleR"
"82725","Malignant","Malignant","singleR"
"82726","Stromal","Macrophage","singleR"
"82727","Malignant","Myoepi","singleR"
"82728","Macrophage","Stromal","singleR"
"82729","Malignant","Malignant","singleR"
"82730","Macrophage","Macrophage","singleR"
"82731","Stromal","Stromal","singleR"
"82732","Malignant","Malignant","singleR"
"82733","Myoepi","Myoepi","singleR"
"82734","Malignant","Malignant","singleR"
"82735","Malignant","Malignant","singleR"
"82736","Malignant","Malignant","singleR"
"82737","T","T","singleR"
"82738","Macrophage","Macrophage","singleR"
"82739","Stromal","T","singleR"
"82740","DC_Mast","Macrophage","singleR"
"82741","Malignant","Malignant","singleR"
"82742","Malignant","Malignant","singleR"
"82743","Myoepi","Myoepi","singleR"
"82744","Macrophage","Stromal","singleR"
"82745","Macrophage","Stromal","singleR"
"82746","Myoepi","Myoepi","singleR"
"82747","Stromal","Myoepi","singleR"
"82748","Malignant","Malignant","singleR"
"82749","Malignant","Myoepi","singleR"
"82750","Malignant","Myoepi","singleR"
"82751","Malignant","Malignant","singleR"
"82752","Stromal","Stromal","singleR"
"82753","Malignant","Malignant","singleR"
"82754","Macrophage","Macrophage","singleR"
"82755","Malignant","Malignant","singleR"
"82756","Stromal","Stromal","singleR"
"82757","Macrophage","Macrophage","singleR"
"82758","Myoepi","Myoepi","singleR"
"82759","Malignant","Myoepi","singleR"
"82760","B","T","singleR"
"82761","Malignant","Malignant","singleR"
"82762","Macrophage","Macrophage","singleR"
"82763","Macrophage","Macrophage","singleR"
"82764","T","Macrophage","singleR"
"82765","Myoepi","Myoepi","singleR"
"82766","Malignant","Malignant","singleR"
"82767","Malignant","Malignant","singleR"
"82768","Malignant","Malignant","singleR"
"82769","Myoepi","Myoepi","singleR"
"82770","Stromal","Stromal","singleR"
"82771","Myoepi","Myoepi","singleR"
"82772","Myoepi","Myoepi","singleR"
"82773","Stromal","Stromal","singleR"
"82774","T","T","singleR"
"82775","Malignant","Myoepi","singleR"
"82776","Malignant","Malignant","singleR"
"82777","Macrophage","Macrophage","singleR"
"82778","Macrophage","Macrophage","singleR"
"82779","Malignant","Malignant","singleR"
"82780","Malignant","Myoepi","singleR"
"82781","Malignant","Malignant","singleR"
"82782","Malignant","Malignant","singleR"
"82783","Macrophage","Macrophage","singleR"
"82784","Malignant","Malignant","singleR"
"82785","Malignant","Myoepi","singleR"
"82786","Malignant","Malignant","singleR"
"82787","Malignant","Malignant","singleR"
"82788","Malignant","Myoepi","singleR"
"82789","T","T","singleR"
"82790","T","T","singleR"
"82791","Stromal","Macrophage","singleR"
"82792","T","T","singleR"
"82793","Malignant","Malignant","singleR"
"82794","T","T","singleR"
"82795","Malignant","Malignant","singleR"
"82796","Malignant","Malignant","singleR"
"82797","Malignant","Malignant","singleR"
"82798","Malignant","Malignant","singleR"
"82799","Malignant","Myoepi","singleR"
"82800","Malignant","Malignant","singleR"
"82801","Malignant","Malignant","singleR"
"82802","Malignant","Malignant","singleR"
"82803","Malignant","Myoepi","singleR"
"82804","Malignant","Macrophage","singleR"
"82805","Malignant","Malignant","singleR"
"82806","T","T","singleR"
"82807","Malignant","Malignant","singleR"
"82808","Macrophage","Macrophage","singleR"
"82809","T","T","singleR"
"82810","Malignant","Myoepi","singleR"
"82811","Myoepi","Myoepi","singleR"
"82812","Myoepi","Myoepi","singleR"
"82813","Malignant","Malignant","singleR"
"82814","Stromal","Stromal","singleR"
"82815","Malignant","Myoepi","singleR"
"82816","Stromal","Myoepi","singleR"
"82817","Malignant","Myoepi","singleR"
"82818","Stromal","Macrophage","singleR"
"82819","Malignant","Malignant","singleR"
"82820","Malignant","Myoepi","singleR"
"82821","Malignant","Malignant","singleR"
"82822","T","T","singleR"
"82823","Malignant","Myoepi","singleR"
"82824","Malignant","Malignant","singleR"
"82825","Malignant","Malignant","singleR"
"82826","Plasma","Plasma","singleR"
"82827","Malignant","Malignant","singleR"
"82828","Myoepi","Myoepi","singleR"
"82829","Malignant","Malignant","singleR"
"82830","Malignant","Malignant","singleR"
"82831","Malignant","Malignant","singleR"
"82832","Malignant","Malignant","singleR"
"82833","Malignant","Malignant","singleR"
"82834","Malignant","Malignant","singleR"
"82835","Malignant","Malignant","singleR"
"82836","Stromal","Plasma","singleR"
"82837","Macrophage","T","singleR"
"82838","T","T","singleR"
"82839","Malignant","Malignant","singleR"
"82840","Stromal","Stromal","singleR"
"82841","Malignant","Malignant","singleR"
"82842","Malignant","Malignant","singleR"
"82843","Malignant","Malignant","singleR"
"82844","Stromal","Stromal","singleR"
"82845","Malignant","Malignant","singleR"
"82846","Myoepi","Myoepi","singleR"
"82847","Myoepi","Myoepi","singleR"
"82848","T","T","singleR"
"82849","Stromal","Myoepi","singleR"
"82850","Malignant","Malignant","singleR"
"82851","Malignant","Malignant","singleR"
"82852","DC_Mast","Macrophage","singleR"
"82853","Malignant","Malignant","singleR"
"82854","Malignant","Malignant","singleR"
"82855","Malignant","Myoepi","singleR"
"82856","Malignant","Malignant","singleR"
"82857","Myoepi","Myoepi","singleR"
"82858","Malignant","Malignant","singleR"
"82859","Malignant","Malignant","singleR"
"82860","Myoepi","Myoepi","singleR"
"82861","Myoepi","Myoepi","singleR"
"82862","Myoepi","Myoepi","singleR"
"82863","Stromal","Macrophage","singleR"
"82864","Malignant","Malignant","singleR"
"82865","Macrophage","Stromal","singleR"
"82866","Stromal","Stromal","singleR"
"82867","Macrophage","T","singleR"
"82868","Myoepi","Myoepi","singleR"
"82869","Stromal","Macrophage","singleR"
"82870","Stromal","Stromal","singleR"
"82871","Malignant","Malignant","singleR"
"82872","Malignant","Malignant","singleR"
"82873","Stromal","Stromal","singleR"
"82874","Malignant","Myoepi","singleR"
"82875","Malignant","Myoepi","singleR"
"82876","Malignant","Malignant","singleR"
"82877","Malignant","Malignant","singleR"
"82878","T","T","singleR"
"82879","Malignant","Malignant","singleR"
"82880","Malignant","Malignant","singleR"
"82881","Malignant","Malignant","singleR"
"82882","Myoepi","Myoepi","singleR"
"82883","Myoepi","Myoepi","singleR"
"82884","Stromal","Macrophage","singleR"
"82885","T","Malignant","singleR"
"82886","Malignant","Myoepi","singleR"
"82887","Malignant","Malignant","singleR"
"82888","Stromal","Stromal","singleR"
"82889","Malignant","Malignant","singleR"
"82890","Malignant","Malignant","singleR"
"82891","Plasma","Macrophage","singleR"
"82892","Stromal","T","singleR"
"82893","Malignant","Malignant","singleR"
"82894","Malignant","Myoepi","singleR"
"82895","Malignant","Malignant","singleR"
"82896","DC_Mast","T","singleR"
"82897","Stromal","Stromal","singleR"
"82898","T","Malignant","singleR"
"82899","Macrophage","T","singleR"
"82900","Stromal","Stromal","singleR"
"82901","Malignant","Malignant","singleR"
"82902","Malignant","Malignant","singleR"
"82903","Malignant","Myoepi","singleR"
"82904","Malignant","Malignant","singleR"
"82905","Malignant","Malignant","singleR"
"82906","Malignant","Malignant","singleR"
"82907","Stromal","Stromal","singleR"
"82908","Macrophage","Macrophage","singleR"
"82909","Malignant","Malignant","singleR"
"82910","Stromal","Macrophage","singleR"
"82911","Stromal","Macrophage","singleR"
"82912","Stromal","Stromal","singleR"
"82913","Malignant","Malignant","singleR"
"82914","Myoepi","Myoepi","singleR"
"82915","Stromal","Stromal","singleR"
"82916","Malignant","Malignant","singleR"
"82917","Stromal","Stromal","singleR"
"82918","Malignant","Myoepi","singleR"
"82919","T","DC_Mast","singleR"
"82920","Malignant","Malignant","singleR"
"82921","Malignant","Malignant","singleR"
"82922","Stromal","Macrophage","singleR"
"82923","Macrophage","Macrophage","singleR"
"82924","Malignant","Malignant","singleR"
"82925","Malignant","Malignant","singleR"
"82926","T","T","singleR"
"82927","Malignant","Malignant","singleR"
"82928","Malignant","Myoepi","singleR"
"82929","Malignant","Malignant","singleR"
"82930","Stromal","Stromal","singleR"
"82931","Malignant","Malignant","singleR"
"82932","Stromal","Stromal","singleR"
"82933","Macrophage","Myoepi","singleR"
"82934","Malignant","Malignant","singleR"
"82935","Stromal","Myoepi","singleR"
"82936","T","T","singleR"
"82937","Malignant","Malignant","singleR"
"82938","T","T","singleR"
"82939","Malignant","Malignant","singleR"
"82940","Malignant","Malignant","singleR"
"82941","Stromal","Stromal","singleR"
"82942","Myoepi","Malignant","singleR"
"82943","Stromal","T","singleR"
"82944","Malignant","Malignant","singleR"
"82945","Malignant","Malignant","singleR"
"82946","Malignant","Malignant","singleR"
"82947","Malignant","Myoepi","singleR"
"82948","Malignant","Malignant","singleR"
"82949","Myoepi","Myoepi","singleR"
"82950","Malignant","Malignant","singleR"
"82951","Stromal","Myoepi","singleR"
"82952","Myoepi","Myoepi","singleR"
"82953","Myoepi","Malignant","singleR"
"82954","Myoepi","Myoepi","singleR"
"82955","Stromal","Stromal","singleR"
"82956","T","T","singleR"
"82957","Stromal","Stromal","singleR"
"82958","Malignant","Malignant","singleR"
"82959","Malignant","Malignant","singleR"
"82960","Macrophage","Macrophage","singleR"
"82961","Stromal","Myoepi","singleR"
"82962","Malignant","Malignant","singleR"
"82963","Myoepi","Myoepi","singleR"
"82964","T","T","singleR"
"82965","Malignant","Malignant","singleR"
"82966","Macrophage","Plasma","singleR"
"82967","Macrophage","Macrophage","singleR"
"82968","Malignant","Macrophage","singleR"
"82969","T","T","singleR"
"82970","Stromal","Stromal","singleR"
"82971","Malignant","Malignant","singleR"
"82972","Stromal","Stromal","singleR"
"82973","Malignant","Malignant","singleR"
"82974","Stromal","Stromal","singleR"
"82975","Malignant","Malignant","singleR"
"82976","Malignant","Malignant","singleR"
"82977","Stromal","Stromal","singleR"
"82978","Myoepi","Myoepi","singleR"
"82979","Malignant","Myoepi","singleR"
"82980","Malignant","Malignant","singleR"
"82981","Myoepi","Malignant","singleR"
"82982","Malignant","Myoepi","singleR"
"82983","Myoepi","Myoepi","singleR"
"82984","Malignant","Malignant","singleR"
"82985","Myoepi","Myoepi","singleR"
"82986","Stromal","Stromal","singleR"
"82987","Malignant","Malignant","singleR"
"82988","T","Stromal","singleR"
"82989","Malignant","Myoepi","singleR"
"82990","T","T","singleR"
"82991","Malignant","Malignant","singleR"
"82992","Stromal","Stromal","singleR"
"82993","T","T","singleR"
"82994","Malignant","Malignant","singleR"
"82995","Plasma","Plasma","singleR"
"82996","T","T","singleR"
"82997","Macrophage","T","singleR"
"82998","Malignant","Malignant","singleR"
"82999","Stromal","Stromal","singleR"
"83000","Stromal","Stromal","singleR"
"83001","Malignant","Malignant","singleR"
"83002","Malignant","Malignant","singleR"
"83003","T","T","singleR"
"83004","Myoepi","Myoepi","singleR"
"83005","Myoepi","Myoepi","singleR"
"83006","Macrophage","Myoepi","singleR"
"83007","Malignant","Myoepi","singleR"
"83008","Malignant","Malignant","singleR"
"83009","Malignant","Malignant","singleR"
"83010","Malignant","Myoepi","singleR"
"83011","Plasma","Macrophage","singleR"
"83012","Myoepi","Myoepi","singleR"
"83013","Malignant","Myoepi","singleR"
"83014","Myoepi","Myoepi","singleR"
"83015","Plasma","Plasma","singleR"
"83016","Myoepi","Stromal","singleR"
"83017","T","T","singleR"
"83018","B","Stromal","singleR"
"83019","Stromal","Stromal","singleR"
"83020","Myoepi","T","singleR"
"83021","Myoepi","Malignant","singleR"
"83022","Myoepi","Myoepi","singleR"
"83023","T","Stromal","singleR"
"83024","Malignant","Malignant","singleR"
"83025","Stromal","Stromal","singleR"
"83026","Stromal","Stromal","singleR"
"83027","Malignant","Malignant","singleR"
"83028","Stromal","Stromal","singleR"
"83029","Malignant","Myoepi","singleR"
"83030","Malignant","Malignant","singleR"
"83031","T","T","singleR"
"83032","Myoepi","Myoepi","singleR"
"83033","Malignant","Malignant","singleR"
"83034","Stromal","Stromal","singleR"
"83035","Myoepi","Malignant","singleR"
"83036","Myoepi","Myoepi","singleR"
