"","celltype_gt","celltype","model"
"82171","Malignant","Malignant","sctype"
"82172","Malignant","Malignant","sctype"
"82173","B","T","sctype"
"82174","T","Malignant","sctype"
"82175","Malignant","Malignant","sctype"
"82176","Myoepi","Malignant","sctype"
"82177","Macrophage","T","sctype"
"82178","Plasma","Stromal","sctype"
"82179","Stromal","Stromal","sctype"
"82180","Malignant","Malignant","sctype"
"82181","Malignant","Malignant","sctype"
"82182","Malignant","Malignant","sctype"
"82183","Plasma","Stromal","sctype"
"82184","Myoepi","Myoepi","sctype"
"82185","Malignant","Malignant","sctype"
"82186","Stromal","Stromal","sctype"
"82187","Stromal","Stromal","sctype"
"82188","Malignant","Malignant","sctype"
"82189","Myoepi","Malignant","sctype"
"82190","Malignant","Malignant","sctype"
"82191","Malignant","Malignant","sctype"
"82192","Stromal","T","sctype"
"82193","Malignant","Malignant","sctype"
"82194","Myoepi","Myoepi","sctype"
"82195","Malignant","Malignant","sctype"
"82196","Malignant","Malignant","sctype"
"82197","Stromal","Stromal","sctype"
"82198","Macrophage","Macrophage","sctype"
"82199","T","T","sctype"
"82200","Plasma","Plasma","sctype"
"82201","Stromal","Stromal","sctype"
"82202","Stromal","Stromal","sctype"
"82203","Myoepi","Myoepi","sctype"
"82204","T","T","sctype"
"82205","Macrophage","Macrophage","sctype"
"82206","Plasma","Plasma","sctype"
"82207","Stromal","Stromal","sctype"
"82208","Stromal","Stromal","sctype"
"82209","Malignant","Malignant","sctype"
"82210","Malignant","Malignant","sctype"
"82211","Stromal","Stromal","sctype"
"82212","Malignant","Malignant","sctype"
"82213","T","T","sctype"
"82214","Stromal","Stromal","sctype"
"82215","Plasma","Stromal","sctype"
"82216","Malignant","Malignant","sctype"
"82217","Malignant","Malignant","sctype"
"82218","Myoepi","Myoepi","sctype"
"82219","Malignant","Malignant","sctype"
"82220","T","T","sctype"
"82221","Macrophage","Stromal","sctype"
"82222","Malignant","Malignant","sctype"
"82223","Myoepi","Malignant","sctype"
"82224","Myoepi","Myoepi","sctype"
"82225","Malignant","Malignant","sctype"
"82226","Malignant","Malignant","sctype"
"82227","Malignant","Malignant","sctype"
"82228","Myoepi","T","sctype"
"82229","Plasma","Plasma","sctype"
"82230","Myoepi","Myoepi","sctype"
"82231","Malignant","Malignant","sctype"
"82232","T","Plasma","sctype"
"82233","Stromal","Stromal","sctype"
"82234","Malignant","Malignant","sctype"
"82235","Malignant","Malignant","sctype"
"82236","Myoepi","Malignant","sctype"
"82237","Myoepi","Myoepi","sctype"
"82238","Malignant","T","sctype"
"82239","Malignant","Macrophage","sctype"
"82240","Stromal","Stromal","sctype"
"82241","Macrophage","Macrophage","sctype"
"82242","Malignant","T","sctype"
"82243","Myoepi","Stromal","sctype"
"82244","Stromal","Stromal","sctype"
"82245","Plasma","Plasma","sctype"
"82246","Myoepi","Myoepi","sctype"
"82247","Malignant","Malignant","sctype"
"82248","Stromal","Plasma","sctype"
"82249","Malignant","Malignant","sctype"
"82250","Myoepi","T","sctype"
"82251","Plasma","Plasma","sctype"
"82252","Malignant","Myoepi","sctype"
"82253","Myoepi","Stromal","sctype"
"82254","Macrophage","Stromal","sctype"
"82255","Malignant","Malignant","sctype"
"82256","Stromal","Stromal","sctype"
"82257","Stromal","Stromal","sctype"
"82258","T","Stromal","sctype"
"82259","Malignant","Malignant","sctype"
"82260","Stromal","Stromal","sctype"
"82261","Myoepi","Stromal","sctype"
"82262","Malignant","Malignant","sctype"
"82263","Stromal","Stromal","sctype"
"82264","Plasma","Plasma","sctype"
"82265","Malignant","Myoepi","sctype"
"82266","Myoepi","Myoepi","sctype"
"82267","Malignant","Malignant","sctype"
"82268","Macrophage","Macrophage","sctype"
"82269","Malignant","Malignant","sctype"
"82270","Stromal","Stromal","sctype"
"82271","Malignant","Malignant","sctype"
"82272","Myoepi","Malignant","sctype"
"82273","Stromal","Stromal","sctype"
"82274","B","T","sctype"
"82275","T","T","sctype"
"82276","Malignant","Malignant","sctype"
"82277","Malignant","Myoepi","sctype"
"82278","Malignant","Malignant","sctype"
"82279","Stromal","Stromal","sctype"
"82280","Stromal","Stromal","sctype"
"82281","Stromal","Stromal","sctype"
"82282","Stromal","Stromal","sctype"
"82283","T","T","sctype"
"82284","Malignant","Malignant","sctype"
"82285","Malignant","Malignant","sctype"
"82286","Malignant","Malignant","sctype"
"82287","Malignant","Malignant","sctype"
"82288","Stromal","Stromal","sctype"
"82289","Malignant","Malignant","sctype"
"82290","Plasma","Plasma","sctype"
"82291","Malignant","Malignant","sctype"
"82292","Malignant","Malignant","sctype"
"82293","Malignant","Malignant","sctype"
"82294","Malignant","Malignant","sctype"
"82295","Malignant","Malignant","sctype"
"82296","Malignant","Malignant","sctype"
"82297","Myoepi","Myoepi","sctype"
"82298","Malignant","Malignant","sctype"
"82299","Plasma","Plasma","sctype"
"82300","Plasma","Stromal","sctype"
"82301","Malignant","Malignant","sctype"
"82302","Malignant","Malignant","sctype"
"82303","Malignant","Malignant","sctype"
"82304","Malignant","Malignant","sctype"
"82305","Macrophage","Stromal","sctype"
"82306","Malignant","Malignant","sctype"
"82307","Malignant","Malignant","sctype"
"82308","Myoepi","Myoepi","sctype"
"82309","Stromal","Stromal","sctype"
"82310","Malignant","Malignant","sctype"
"82311","Malignant","Myoepi","sctype"
"82312","Stromal","Stromal","sctype"
"82313","Malignant","Malignant","sctype"
"82314","T","T","sctype"
"82315","T","T","sctype"
"82316","Malignant","Malignant","sctype"
"82317","Malignant","Myoepi","sctype"
"82318","Stromal","Stromal","sctype"
"82319","Malignant","Myoepi","sctype"
"82320","Stromal","Stromal","sctype"
"82321","Stromal","Stromal","sctype"
"82322","Malignant","Malignant","sctype"
"82323","Malignant","Malignant","sctype"
"82324","T","T","sctype"
"82325","Malignant","Malignant","sctype"
"82326","Malignant","Malignant","sctype"
"82327","Stromal","Stromal","sctype"
"82328","Malignant","Stromal","sctype"
"82329","Malignant","Macrophage","sctype"
"82330","Malignant","Malignant","sctype"
"82331","Stromal","Stromal","sctype"
"82332","Malignant","Malignant","sctype"
"82333","Macrophage","Stromal","sctype"
"82334","Myoepi","Malignant","sctype"
"82335","Malignant","Malignant","sctype"
"82336","Stromal","Stromal","sctype"
"82337","T","B","sctype"
"82338","Malignant","Malignant","sctype"
"82339","Stromal","Stromal","sctype"
"82340","Malignant","Malignant","sctype"
"82341","T","T","sctype"
"82342","Stromal","Stromal","sctype"
"82343","Stromal","Stromal","sctype"
"82344","T","T","sctype"
"82345","Stromal","T","sctype"
"82346","Myoepi","Myoepi","sctype"
"82347","Malignant","Malignant","sctype"
"82348","Myoepi","Myoepi","sctype"
"82349","Malignant","Malignant","sctype"
"82350","Malignant","Malignant","sctype"
"82351","Myoepi","Macrophage","sctype"
"82352","Malignant","Malignant","sctype"
"82353","Myoepi","Malignant","sctype"
"82354","Myoepi","T","sctype"
"82355","Macrophage","Plasma","sctype"
"82356","Malignant","Malignant","sctype"
"82357","Myoepi","Myoepi","sctype"
"82358","T","T","sctype"
"82359","Malignant","Malignant","sctype"
"82360","Stromal","Stromal","sctype"
"82361","Malignant","Malignant","sctype"
"82362","Malignant","Malignant","sctype"
"82363","Malignant","Malignant","sctype"
"82364","Malignant","Malignant","sctype"
"82365","Myoepi","Malignant","sctype"
"82366","Malignant","Malignant","sctype"
"82367","Stromal","Stromal","sctype"
"82368","Malignant","Malignant","sctype"
"82369","Malignant","Malignant","sctype"
"82370","Malignant","Malignant","sctype"
"82371","Malignant","Macrophage","sctype"
"82372","Plasma","Stromal","sctype"
"82373","Malignant","Malignant","sctype"
"82374","Myoepi","Malignant","sctype"
"82375","Malignant","Malignant","sctype"
"82376","Stromal","Stromal","sctype"
"82377","Stromal","Stromal","sctype"
"82378","Stromal","Stromal","sctype"
"82379","Malignant","Malignant","sctype"
"82380","Malignant","Malignant","sctype"
"82381","Myoepi","Myoepi","sctype"
"82382","Stromal","Stromal","sctype"
"82383","Malignant","Malignant","sctype"
"82384","Malignant","Malignant","sctype"
"82385","T","T","sctype"
"82386","Malignant","Malignant","sctype"
"82387","Myoepi","Malignant","sctype"
"82388","Stromal","Stromal","sctype"
"82389","Macrophage","Macrophage","sctype"
"82390","Myoepi","Myoepi","sctype"
"82391","Plasma","Macrophage","sctype"
"82392","Myoepi","Malignant","sctype"
"82393","DC_Mast","T","sctype"
"82394","Malignant","Malignant","sctype"
"82395","Malignant","Malignant","sctype"
"82396","Malignant","Malignant","sctype"
"82397","Malignant","Malignant","sctype"
"82398","Myoepi","Myoepi","sctype"
"82399","Myoepi","Malignant","sctype"
"82400","Stromal","Stromal","sctype"
"82401","Malignant","Malignant","sctype"
"82402","Myoepi","Myoepi","sctype"
"82403","Stromal","Stromal","sctype"
"82404","Malignant","Malignant","sctype"
"82405","Macrophage","Macrophage","sctype"
"82406","Stromal","Stromal","sctype"
"82407","Malignant","Malignant","sctype"
"82408","Macrophage","Macrophage","sctype"
"82409","Malignant","Malignant","sctype"
"82410","Malignant","Malignant","sctype"
"82411","Plasma","Stromal","sctype"
"82412","Malignant","Malignant","sctype"
"82413","Malignant","Malignant","sctype"
"82414","Malignant","Malignant","sctype"
"82415","Myoepi","Malignant","sctype"
"82416","Stromal","Stromal","sctype"
"82417","Malignant","Myoepi","sctype"
"82418","Stromal","T","sctype"
"82419","Malignant","Malignant","sctype"
"82420","T","T","sctype"
"82421","Macrophage","Stromal","sctype"
"82422","Macrophage","Myoepi","sctype"
"82423","Malignant","Malignant","sctype"
"82424","Stromal","Stromal","sctype"
"82425","Malignant","Malignant","sctype"
"82426","Stromal","Stromal","sctype"
"82427","T","B","sctype"
"82428","Stromal","Stromal","sctype"
"82429","Malignant","Myoepi","sctype"
"82430","Myoepi","Myoepi","sctype"
"82431","Stromal","Stromal","sctype"
"82432","Myoepi","Malignant","sctype"
"82433","Malignant","T","sctype"
"82434","Malignant","Malignant","sctype"
"82435","Malignant","Myoepi","sctype"
"82436","T","Myoepi","sctype"
"82437","Malignant","Malignant","sctype"
"82438","Myoepi","Myoepi","sctype"
"82439","B","T","sctype"
"82440","Malignant","Malignant","sctype"
"82441","Myoepi","Malignant","sctype"
"82442","Myoepi","Malignant","sctype"
"82443","Myoepi","Malignant","sctype"
"82444","Malignant","Malignant","sctype"
"82445","Macrophage","Stromal","sctype"
"82446","Malignant","Malignant","sctype"
"82447","Myoepi","Myoepi","sctype"
"82448","Stromal","Stromal","sctype"
"82449","Stromal","Stromal","sctype"
"82450","Malignant","Malignant","sctype"
"82451","Malignant","Malignant","sctype"
"82452","Myoepi","Malignant","sctype"
"82453","Stromal","Stromal","sctype"
"82454","Myoepi","Myoepi","sctype"
"82455","Stromal","Stromal","sctype"
"82456","Malignant","Malignant","sctype"
"82457","Malignant","Malignant","sctype"
"82458","Myoepi","Malignant","sctype"
"82459","Malignant","Malignant","sctype"
"82460","Macrophage","Macrophage","sctype"
"82461","Plasma","Plasma","sctype"
"82462","Stromal","Stromal","sctype"
"82463","Myoepi","T","sctype"
"82464","T","T","sctype"
"82465","Myoepi","Myoepi","sctype"
"82466","Macrophage","Plasma","sctype"
"82467","Malignant","Malignant","sctype"
"82468","Malignant","Macrophage","sctype"
"82469","Malignant","Malignant","sctype"
"82470","Malignant","Macrophage","sctype"
"82471","Malignant","Malignant","sctype"
"82472","Malignant","Malignant","sctype"
"82473","Malignant","Malignant","sctype"
"82474","Malignant","Malignant","sctype"
"82475","Malignant","Malignant","sctype"
"82476","Malignant","Malignant","sctype"
"82477","Stromal","T","sctype"
"82478","Malignant","Malignant","sctype"
"82479","Malignant","Malignant","sctype"
"82480","Malignant","Myoepi","sctype"
"82481","Malignant","Malignant","sctype"
"82482","Malignant","Malignant","sctype"
"82483","Malignant","Malignant","sctype"
"82484","T","T","sctype"
"82485","Malignant","Myoepi","sctype"
"82486","Malignant","Malignant","sctype"
"82487","Malignant","Malignant","sctype"
"82488","T","T","sctype"
"82489","T","Macrophage","sctype"
"82490","Malignant","Myoepi","sctype"
"82491","Plasma","Plasma","sctype"
"82492","Malignant","Malignant","sctype"
"82493","Myoepi","Myoepi","sctype"
"82494","DC_Mast","Macrophage","sctype"
"82495","Myoepi","Myoepi","sctype"
"82496","Malignant","Myoepi","sctype"
"82497","Stromal","Stromal","sctype"
"82498","Stromal","Stromal","sctype"
"82499","Malignant","Malignant","sctype"
"82500","Myoepi","Malignant","sctype"
"82501","Stromal","Stromal","sctype"
"82502","Malignant","Malignant","sctype"
"82503","T","T","sctype"
"82504","Malignant","Malignant","sctype"
"82505","Malignant","Malignant","sctype"
"82506","Plasma","Stromal","sctype"
"82507","Malignant","Malignant","sctype"
"82508","T","B","sctype"
"82509","Stromal","Stromal","sctype"
"82510","Myoepi","Malignant","sctype"
"82511","Malignant","Malignant","sctype"
"82512","Myoepi","Myoepi","sctype"
"82513","Stromal","Stromal","sctype"
"82514","Malignant","Malignant","sctype"
"82515","Malignant","Malignant","sctype"
"82516","Malignant","Malignant","sctype"
"82517","Stromal","Stromal","sctype"
"82518","Plasma","Plasma","sctype"
"82519","Myoepi","Malignant","sctype"
"82520","Myoepi","Myoepi","sctype"
"82521","Myoepi","Stromal","sctype"
"82522","Malignant","Malignant","sctype"
"82523","Plasma","Plasma","sctype"
"82524","Myoepi","Myoepi","sctype"
"82525","Macrophage","Stromal","sctype"
"82526","T","T","sctype"
"82527","Malignant","Malignant","sctype"
"82528","Malignant","Malignant","sctype"
"82529","Malignant","Malignant","sctype"
"82530","Malignant","Malignant","sctype"
"82531","Stromal","Stromal","sctype"
"82532","Macrophage","Stromal","sctype"
"82533","Malignant","Myoepi","sctype"
"82534","T","T","sctype"
"82535","Malignant","Malignant","sctype"
"82536","Macrophage","T","sctype"
"82537","Malignant","Malignant","sctype"
"82538","Malignant","Malignant","sctype"
"82539","Malignant","Malignant","sctype"
"82540","Myoepi","Malignant","sctype"
"82541","T","T","sctype"
"82542","Myoepi","Stromal","sctype"
"82543","Malignant","Malignant","sctype"
"82544","Stromal","Stromal","sctype"
"82545","Malignant","Malignant","sctype"
"82546","Stromal","Stromal","sctype"
"82547","Myoepi","Malignant","sctype"
"82548","T","T","sctype"
"82549","Myoepi","Malignant","sctype"
"82550","Plasma","Plasma","sctype"
"82551","B","T","sctype"
"82552","Myoepi","T","sctype"
"82553","Macrophage","Stromal","sctype"
"82554","Myoepi","Myoepi","sctype"
"82555","Malignant","Malignant","sctype"
"82556","Stromal","Stromal","sctype"
"82557","Stromal","Stromal","sctype"
"82558","Myoepi","Stromal","sctype"
"82559","Malignant","Malignant","sctype"
"82560","Malignant","Malignant","sctype"
"82561","Myoepi","Malignant","sctype"
"82562","Malignant","Malignant","sctype"
"82563","Plasma","Plasma","sctype"
"82564","T","Stromal","sctype"
"82565","Myoepi","Myoepi","sctype"
"82566","Malignant","Malignant","sctype"
"82567","Myoepi","T","sctype"
"82568","Malignant","Myoepi","sctype"
"82569","Macrophage","Plasma","sctype"
"82570","Malignant","Malignant","sctype"
"82571","Stromal","Stromal","sctype"
"82572","Macrophage","Macrophage","sctype"
"82573","Myoepi","Myoepi","sctype"
"82574","Malignant","Malignant","sctype"
"82575","B","Macrophage","sctype"
"82576","T","T","sctype"
"82577","Malignant","Malignant","sctype"
"82578","Malignant","Malignant","sctype"
"82579","T","T","sctype"
"82580","Malignant","Malignant","sctype"
"82581","Malignant","T","sctype"
"82582","Malignant","Malignant","sctype"
"82583","Malignant","Malignant","sctype"
"82584","Myoepi","Myoepi","sctype"
"82585","Macrophage","Stromal","sctype"
"82586","Malignant","Malignant","sctype"
"82587","Myoepi","Myoepi","sctype"
"82588","Malignant","Myoepi","sctype"
"82589","Stromal","Stromal","sctype"
"82590","Malignant","Malignant","sctype"
"82591","Macrophage","Macrophage","sctype"
"82592","Malignant","Malignant","sctype"
"82593","Myoepi","Macrophage","sctype"
"82594","Malignant","Malignant","sctype"
"82595","Malignant","Malignant","sctype"
"82596","Stromal","Stromal","sctype"
"82597","Malignant","Myoepi","sctype"
"82598","Myoepi","Malignant","sctype"
"82599","Malignant","Malignant","sctype"
"82600","Plasma","Macrophage","sctype"
"82601","T","T","sctype"
"82602","Malignant","Malignant","sctype"
"82603","Malignant","Myoepi","sctype"
"82604","Malignant","Malignant","sctype"
"82605","Stromal","Stromal","sctype"
"82606","Malignant","T","sctype"
"82607","Malignant","Myoepi","sctype"
"82608","Malignant","Malignant","sctype"
"82609","T","T","sctype"
"82610","Malignant","Malignant","sctype"
"82611","Malignant","Malignant","sctype"
"82612","Myoepi","Myoepi","sctype"
"82613","Stromal","Stromal","sctype"
"82614","Malignant","Malignant","sctype"
"82615","Malignant","Malignant","sctype"
"82616","Myoepi","Myoepi","sctype"
"82617","Malignant","Malignant","sctype"
"82618","Stromal","Stromal","sctype"
"82619","T","T","sctype"
"82620","Malignant","Malignant","sctype"
"82621","Malignant","Malignant","sctype"
"82622","Malignant","Malignant","sctype"
"82623","Malignant","Malignant","sctype"
"82624","T","T","sctype"
"82625","Malignant","Myoepi","sctype"
"82626","Malignant","Malignant","sctype"
"82627","T","Macrophage","sctype"
"82628","Malignant","Malignant","sctype"
"82629","T","Macrophage","sctype"
"82630","Plasma","Macrophage","sctype"
"82631","Malignant","Malignant","sctype"
"82632","Malignant","Malignant","sctype"
"82633","Malignant","Malignant","sctype"
"82634","Malignant","Malignant","sctype"
"82635","Malignant","Malignant","sctype"
"82636","Stromal","Stromal","sctype"
"82637","Malignant","Malignant","sctype"
"82638","Malignant","Myoepi","sctype"
"82639","T","T","sctype"
"82640","Myoepi","Malignant","sctype"
"82641","Malignant","Malignant","sctype"
"82642","Myoepi","T","sctype"
"82643","Stromal","Stromal","sctype"
"82644","Stromal","Stromal","sctype"
"82645","Stromal","Stromal","sctype"
"82646","Malignant","Malignant","sctype"
"82647","Plasma","T","sctype"
"82648","Stromal","Stromal","sctype"
"82649","Malignant","Malignant","sctype"
"82650","T","T","sctype"
"82651","Malignant","Malignant","sctype"
"82652","Malignant","T","sctype"
"82653","T","T","sctype"
"82654","Myoepi","Stromal","sctype"
"82655","Myoepi","Malignant","sctype"
"82656","Stromal","Stromal","sctype"
"82657","Myoepi","Myoepi","sctype"
"82658","Malignant","Malignant","sctype"
"82659","T","T","sctype"
"82660","Malignant","Malignant","sctype"
"82661","Malignant","Malignant","sctype"
"82662","Myoepi","Myoepi","sctype"
"82663","T","T","sctype"
"82664","T","T","sctype"
"82665","Macrophage","Plasma","sctype"
"82666","Malignant","Malignant","sctype"
"82667","Stromal","Stromal","sctype"
"82668","Myoepi","Malignant","sctype"
"82669","Malignant","Malignant","sctype"
"82670","Myoepi","T","sctype"
"82671","Malignant","Malignant","sctype"
"82672","Malignant","Myoepi","sctype"
"82673","Stromal","Stromal","sctype"
"82674","T","T","sctype"
"82675","Myoepi","Malignant","sctype"
"82676","Plasma","Plasma","sctype"
"82677","T","T","sctype"
"82678","Malignant","Malignant","sctype"
"82679","Stromal","Stromal","sctype"
"82680","Malignant","Malignant","sctype"
"82681","Malignant","Malignant","sctype"
"82682","Malignant","Malignant","sctype"
"82683","Malignant","Malignant","sctype"
"82684","Malignant","Malignant","sctype"
"82685","Macrophage","Macrophage","sctype"
"82686","Plasma","Myoepi","sctype"
"82687","Macrophage","Stromal","sctype"
"82688","B","Stromal","sctype"
"82689","Macrophage","Macrophage","sctype"
"82690","Malignant","Malignant","sctype"
"82691","Macrophage","Plasma","sctype"
"82692","Myoepi","Myoepi","sctype"
"82693","Macrophage","T","sctype"
"82694","Malignant","Malignant","sctype"
"82695","Myoepi","Myoepi","sctype"
"82696","Stromal","Stromal","sctype"
"82697","T","T","sctype"
"82698","Malignant","Malignant","sctype"
"82699","Malignant","Malignant","sctype"
"82700","T","T","sctype"
"82701","Malignant","Malignant","sctype"
"82702","T","T","sctype"
"82703","Malignant","Malignant","sctype"
"82704","B","Macrophage","sctype"
"82705","Malignant","Malignant","sctype"
"82706","Malignant","Myoepi","sctype"
"82707","Malignant","Malignant","sctype"
"82708","Malignant","Malignant","sctype"
"82709","Malignant","Malignant","sctype"
"82710","Stromal","Plasma","sctype"
"82711","Stromal","Stromal","sctype"
"82712","Stromal","Stromal","sctype"
"82713","Malignant","Malignant","sctype"
"82714","Malignant","Malignant","sctype"
"82715","Myoepi","Malignant","sctype"
"82716","Malignant","Malignant","sctype"
"82717","Malignant","Malignant","sctype"
"82718","Macrophage","Stromal","sctype"
"82719","Malignant","Malignant","sctype"
"82720","Myoepi","Malignant","sctype"
"82721","Malignant","Malignant","sctype"
"82722","Macrophage","Macrophage","sctype"
"82723","Macrophage","T","sctype"
"82724","Malignant","Malignant","sctype"
"82725","Malignant","Malignant","sctype"
"82726","Stromal","Macrophage","sctype"
"82727","Myoepi","Malignant","sctype"
"82728","Macrophage","Stromal","sctype"
"82729","Malignant","Malignant","sctype"
"82730","Macrophage","Stromal","sctype"
"82731","Stromal","Stromal","sctype"
"82732","Malignant","Malignant","sctype"
"82733","Malignant","Myoepi","sctype"
"82734","Malignant","Malignant","sctype"
"82735","Malignant","Malignant","sctype"
"82736","Malignant","Malignant","sctype"
"82737","T","T","sctype"
"82738","Macrophage","Macrophage","sctype"
"82739","T","T","sctype"
"82740","T","Stromal","sctype"
"82741","Malignant","Malignant","sctype"
"82742","Malignant","Malignant","sctype"
"82743","Myoepi","Myoepi","sctype"
"82744","Macrophage","Stromal","sctype"
"82745","Stromal","Stromal","sctype"
"82746","Myoepi","T","sctype"
"82747","Stromal","Stromal","sctype"
"82748","Malignant","Malignant","sctype"
"82749","Malignant","Myoepi","sctype"
"82750","Malignant","Malignant","sctype"
"82751","Malignant","Malignant","sctype"
"82752","Stromal","Stromal","sctype"
"82753","Malignant","Malignant","sctype"
"82754","Macrophage","T","sctype"
"82755","Malignant","Malignant","sctype"
"82756","Myoepi","Stromal","sctype"
"82757","Macrophage","Macrophage","sctype"
"82758","Stromal","Myoepi","sctype"
"82759","Malignant","Malignant","sctype"
"82760","B","T","sctype"
"82761","Malignant","Malignant","sctype"
"82762","Macrophage","Macrophage","sctype"
"82763","Macrophage","Stromal","sctype"
"82764","T","Stromal","sctype"
"82765","Myoepi","Malignant","sctype"
"82766","Malignant","Malignant","sctype"
"82767","Malignant","Myoepi","sctype"
"82768","Malignant","Malignant","sctype"
"82769","Myoepi","Myoepi","sctype"
"82770","Stromal","Stromal","sctype"
"82771","Myoepi","Myoepi","sctype"
"82772","Myoepi","Malignant","sctype"
"82773","Stromal","Stromal","sctype"
"82774","T","T","sctype"
"82775","Malignant","Malignant","sctype"
"82776","Malignant","Malignant","sctype"
"82777","Macrophage","Plasma","sctype"
"82778","Macrophage","Macrophage","sctype"
"82779","Malignant","Malignant","sctype"
"82780","Malignant","Malignant","sctype"
"82781","Malignant","Malignant","sctype"
"82782","T","Malignant","sctype"
"82783","Macrophage","Stromal","sctype"
"82784","Malignant","Malignant","sctype"
"82785","Malignant","Myoepi","sctype"
"82786","Malignant","Malignant","sctype"
"82787","Malignant","Macrophage","sctype"
"82788","Malignant","T","sctype"
"82789","T","T","sctype"
"82790","T","T","sctype"
"82791","T","Plasma","sctype"
"82792","T","T","sctype"
"82793","Malignant","Macrophage","sctype"
"82794","T","T","sctype"
"82795","Malignant","Malignant","sctype"
"82796","Malignant","Malignant","sctype"
"82797","Malignant","Malignant","sctype"
"82798","Malignant","Malignant","sctype"
"82799","Malignant","Macrophage","sctype"
"82800","Malignant","Malignant","sctype"
"82801","Malignant","Malignant","sctype"
"82802","Malignant","Malignant","sctype"
"82803","Malignant","Myoepi","sctype"
"82804","Malignant","Macrophage","sctype"
"82805","Malignant","Malignant","sctype"
"82806","T","T","sctype"
"82807","T","T","sctype"
"82808","Stromal","Stromal","sctype"
"82809","T","T","sctype"
"82810","Malignant","Myoepi","sctype"
"82811","T","T","sctype"
"82812","Myoepi","Stromal","sctype"
"82813","Malignant","Malignant","sctype"
"82814","Stromal","Stromal","sctype"
"82815","Malignant","Malignant","sctype"
"82816","Stromal","Stromal","sctype"
"82817","Malignant","Malignant","sctype"
"82818","Stromal","Stromal","sctype"
"82819","Malignant","Malignant","sctype"
"82820","Malignant","Malignant","sctype"
"82821","Malignant","Malignant","sctype"
"82822","T","T","sctype"
"82823","Malignant","Malignant","sctype"
"82824","Malignant","Malignant","sctype"
"82825","Malignant","Myoepi","sctype"
"82826","Plasma","Plasma","sctype"
"82827","Malignant","Malignant","sctype"
"82828","Malignant","Myoepi","sctype"
"82829","Malignant","Malignant","sctype"
"82830","Malignant","Malignant","sctype"
"82831","Malignant","Malignant","sctype"
"82832","Malignant","Malignant","sctype"
"82833","Malignant","Malignant","sctype"
"82834","Malignant","Malignant","sctype"
"82835","Malignant","Malignant","sctype"
"82836","Plasma","Plasma","sctype"
"82837","B","T","sctype"
"82838","T","T","sctype"
"82839","Malignant","Malignant","sctype"
"82840","Stromal","Stromal","sctype"
"82841","Malignant","Malignant","sctype"
"82842","Malignant","Malignant","sctype"
"82843","Malignant","Malignant","sctype"
"82844","Stromal","Stromal","sctype"
"82845","Malignant","Myoepi","sctype"
"82846","T","T","sctype"
"82847","Myoepi","Malignant","sctype"
"82848","T","T","sctype"
"82849","Stromal","Myoepi","sctype"
"82850","Malignant","Malignant","sctype"
"82851","Malignant","Malignant","sctype"
"82852","B","Macrophage","sctype"
"82853","Malignant","Malignant","sctype"
"82854","Malignant","Malignant","sctype"
"82855","Malignant","Malignant","sctype"
"82856","Malignant","Malignant","sctype"
"82857","Myoepi","Myoepi","sctype"
"82858","Malignant","Malignant","sctype"
"82859","Malignant","Malignant","sctype"
"82860","Myoepi","Myoepi","sctype"
"82861","Myoepi","Myoepi","sctype"
"82862","Myoepi","Malignant","sctype"
"82863","DC_Mast","Plasma","sctype"
"82864","Malignant","Malignant","sctype"
"82865","Macrophage","T","sctype"
"82866","Stromal","Stromal","sctype"
"82867","Plasma","T","sctype"
"82868","T","T","sctype"
"82869","Stromal","Stromal","sctype"
"82870","Stromal","Stromal","sctype"
"82871","Malignant","Malignant","sctype"
"82872","Malignant","Malignant","sctype"
"82873","DC_Mast","Stromal","sctype"
"82874","Malignant","Malignant","sctype"
"82875","Malignant","Malignant","sctype"
"82876","Malignant","Malignant","sctype"
"82877","Malignant","Malignant","sctype"
"82878","T","T","sctype"
"82879","Myoepi","Malignant","sctype"
"82880","Malignant","Myoepi","sctype"
"82881","Malignant","Malignant","sctype"
"82882","Myoepi","Myoepi","sctype"
"82883","Myoepi","Malignant","sctype"
"82884","Stromal","Stromal","sctype"
"82885","T","T","sctype"
"82886","Malignant","Malignant","sctype"
"82887","Malignant","Malignant","sctype"
"82888","Stromal","B","sctype"
"82889","Malignant","Myoepi","sctype"
"82890","Malignant","Malignant","sctype"
"82891","Plasma","B","sctype"
"82892","T","T","sctype"
"82893","Malignant","Malignant","sctype"
"82894","Malignant","Myoepi","sctype"
"82895","Malignant","Malignant","sctype"
"82896","B","T","sctype"
"82897","Stromal","Macrophage","sctype"
"82898","T","T","sctype"
"82899","B","T","sctype"
"82900","Stromal","Stromal","sctype"
"82901","Malignant","Myoepi","sctype"
"82902","Malignant","Malignant","sctype"
"82903","Malignant","Myoepi","sctype"
"82904","Malignant","T","sctype"
"82905","Malignant","Malignant","sctype"
"82906","Malignant","Malignant","sctype"
"82907","Stromal","Stromal","sctype"
"82908","Macrophage","Stromal","sctype"
"82909","Malignant","Malignant","sctype"
"82910","Stromal","Stromal","sctype"
"82911","T","Stromal","sctype"
"82912","Stromal","Stromal","sctype"
"82913","Malignant","Malignant","sctype"
"82914","Stromal","Stromal","sctype"
"82915","Stromal","Stromal","sctype"
"82916","Malignant","Malignant","sctype"
"82917","Stromal","Stromal","sctype"
"82918","Malignant","Malignant","sctype"
"82919","T","T","sctype"
"82920","Malignant","Malignant","sctype"
