"","celltype_gt","celltype","model"
"86438","Malignant","Malignant","clustifyr"
"86439","Malignant","Malignant","clustifyr"
"86440","Malignant","Malignant","clustifyr"
"86441","Stromal","B","clustifyr"
"86442","Myoepi","Malignant","clustifyr"
"86443","Malignant","Malignant","clustifyr"
"86444","Malignant","Malignant","clustifyr"
"86445","Malignant","Malignant","clustifyr"
"86446","Malignant","Malignant","clustifyr"
"86447","Malignant","Malignant","clustifyr"
"86448","T","T","clustifyr"
"86449","T","T","clustifyr"
"86450","Plasma","Stromal","clustifyr"
"86451","Malignant","Malignant","clustifyr"
"86452","Stromal","Macrophage","clustifyr"
"86453","T","T","clustifyr"
"86454","Malignant","Malignant","clustifyr"
"86455","T","Macrophage","clustifyr"
"86456","Stromal","Stromal","clustifyr"
"86457","Malignant","Malignant","clustifyr"
"86458","Myoepi","Stromal","clustifyr"
"86459","Malignant","Malignant","clustifyr"
"86460","Malignant","Malignant","clustifyr"
"86461","Stromal","Stromal","clustifyr"
"86462","Malignant","Malignant","clustifyr"
"86463","Malignant","Malignant","clustifyr"
"86464","Malignant","Malignant","clustifyr"
"86465","Macrophage","Macrophage","clustifyr"
"86466","Malignant","Malignant","clustifyr"
"86467","Stromal","Stromal","clustifyr"
"86468","Malignant","Malignant","clustifyr"
"86469","Malignant","Malignant","clustifyr"
"86470","Myoepi","Malignant","clustifyr"
"86471","T","B","clustifyr"
"86472","Stromal","Stromal","clustifyr"
"86473","Malignant","Malignant","clustifyr"
"86474","Malignant","Malignant","clustifyr"
"86475","Malignant","Malignant","clustifyr"
"86476","Malignant","Malignant","clustifyr"
"86477","Myoepi","Malignant","clustifyr"
"86478","Malignant","Malignant","clustifyr"
"86479","Malignant","Malignant","clustifyr"
"86480","T","Macrophage","clustifyr"
"86481","Malignant","Malignant","clustifyr"
"86482","Myoepi","Malignant","clustifyr"
"86483","T","T","clustifyr"
"86484","Malignant","Malignant","clustifyr"
"86485","T","T","clustifyr"
"86486","Myoepi","Malignant","clustifyr"
"86487","Myoepi","Malignant","clustifyr"
"86488","Malignant","Malignant","clustifyr"
"86489","Myoepi","Malignant","clustifyr"
"86490","T","T","clustifyr"
"86491","Malignant","Stromal","clustifyr"
"86492","Malignant","Malignant","clustifyr"
"86493","Malignant","Malignant","clustifyr"
"86494","Stromal","Stromal","clustifyr"
"86495","Malignant","Malignant","clustifyr"
"86496","Malignant","Malignant","clustifyr"
"86497","Malignant","Malignant","clustifyr"
"86498","Malignant","Malignant","clustifyr"
"86499","Malignant","Malignant","clustifyr"
"86500","T","T","clustifyr"
"86501","Malignant","Malignant","clustifyr"
"86502","Malignant","Malignant","clustifyr"
"86503","Malignant","Malignant","clustifyr"
"86504","Malignant","Malignant","clustifyr"
"86505","T","B","clustifyr"
"86506","Malignant","Malignant","clustifyr"
"86507","B","T","clustifyr"
"86508","Malignant","Malignant","clustifyr"
"86509","Malignant","Malignant","clustifyr"
"86510","Stromal","Macrophage","clustifyr"
"86511","Malignant","Malignant","clustifyr"
"86512","Stromal","Stromal","clustifyr"
"86513","B","T","clustifyr"
"86514","T","T","clustifyr"
"86515","Macrophage","T","clustifyr"
"86516","Myoepi","Malignant","clustifyr"
"86517","Malignant","Malignant","clustifyr"
"86518","Malignant","Malignant","clustifyr"
"86519","Malignant","Stromal","clustifyr"
"86520","Macrophage","Stromal","clustifyr"
"86521","Malignant","Malignant","clustifyr"
"86522","Malignant","Malignant","clustifyr"
"86523","Macrophage","Macrophage","clustifyr"
"86524","Malignant","Malignant","clustifyr"
"86525","Stromal","Stromal","clustifyr"
"86526","T","T","clustifyr"
"86527","Myoepi","Malignant","clustifyr"
"86528","Stromal","Macrophage","clustifyr"
"86529","Malignant","Malignant","clustifyr"
"86530","Malignant","Malignant","clustifyr"
"86531","Stromal","Stromal","clustifyr"
"86532","Myoepi","Malignant","clustifyr"
"86533","Myoepi","Malignant","clustifyr"
"86534","Myoepi","Stromal","clustifyr"
"86535","Stromal","Stromal","clustifyr"
"86536","T","T","clustifyr"
"86537","Macrophage","T","clustifyr"
"86538","Malignant","Malignant","clustifyr"
"86539","Malignant","Malignant","clustifyr"
"86540","Malignant","Malignant","clustifyr"
"86541","Macrophage","T","clustifyr"
"86542","T","T","clustifyr"
"86543","Malignant","Malignant","clustifyr"
"86544","Myoepi","Malignant","clustifyr"
"86545","Macrophage","T","clustifyr"
"86546","Malignant","Malignant","clustifyr"
"86547","T","T","clustifyr"
"86548","T","T","clustifyr"
"86549","T","T","clustifyr"
"86550","Malignant","Malignant","clustifyr"
"86551","T","T","clustifyr"
"86552","Myoepi","Malignant","clustifyr"
"86553","Stromal","Stromal","clustifyr"
"86554","Myoepi","Malignant","clustifyr"
"86555","Malignant","Malignant","clustifyr"
"86556","Malignant","Malignant","clustifyr"
"86557","Malignant","Malignant","clustifyr"
"86558","Malignant","Malignant","clustifyr"
"86559","T","T","clustifyr"
"86560","T","Macrophage","clustifyr"
"86561","Malignant","Malignant","clustifyr"
"86562","Myoepi","Malignant","clustifyr"
"86563","Malignant","Malignant","clustifyr"
"86564","Malignant","Malignant","clustifyr"
"86565","T","T","clustifyr"
"86566","Stromal","Stromal","clustifyr"
"86567","Stromal","Stromal","clustifyr"
"86568","Stromal","Stromal","clustifyr"
"86569","T","T","clustifyr"
"86570","Myoepi","Malignant","clustifyr"
"86571","Malignant","Malignant","clustifyr"
"86572","Stromal","Stromal","clustifyr"
"86573","T","T","clustifyr"
"86574","Malignant","Malignant","clustifyr"
"86575","Malignant","Malignant","clustifyr"
"86576","T","T","clustifyr"
"86577","Malignant","Malignant","clustifyr"
"86578","Myoepi","Malignant","clustifyr"
"86579","Malignant","Malignant","clustifyr"
"86580","T","T","clustifyr"
"86581","Malignant","Stromal","clustifyr"
"86582","T","T","clustifyr"
"86583","Myoepi","Malignant","clustifyr"
"86584","Myoepi","Malignant","clustifyr"
"86585","Myoepi","Malignant","clustifyr"
"86586","Malignant","Macrophage","clustifyr"
"86587","T","T","clustifyr"
"86588","Malignant","Malignant","clustifyr"
"86589","Stromal","Malignant","clustifyr"
"86590","Malignant","Malignant","clustifyr"
"86591","Malignant","Malignant","clustifyr"
"86592","Malignant","Malignant","clustifyr"
"86593","Malignant","Malignant","clustifyr"
"86594","Malignant","Malignant","clustifyr"
"86595","Malignant","Malignant","clustifyr"
"86596","Malignant","Malignant","clustifyr"
"86597","Myoepi","Malignant","clustifyr"
"86598","Malignant","Malignant","clustifyr"
"86599","Myoepi","Malignant","clustifyr"
"86600","Malignant","Malignant","clustifyr"
"86601","Malignant","Malignant","clustifyr"
"86602","Myoepi","Malignant","clustifyr"
"86603","Malignant","Malignant","clustifyr"
"86604","Malignant","Malignant","clustifyr"
"86605","Macrophage","Stromal","clustifyr"
"86606","Macrophage","T","clustifyr"
"86607","Stromal","Stromal","clustifyr"
"86608","Malignant","Malignant","clustifyr"
"86609","Plasma","Stromal","clustifyr"
"86610","Stromal","Stromal","clustifyr"
"86611","T","T","clustifyr"
"86612","Stromal","Stromal","clustifyr"
"86613","T","T","clustifyr"
"86614","Malignant","Malignant","clustifyr"
"86615","Malignant","Malignant","clustifyr"
"86616","T","B","clustifyr"
"86617","Malignant","Malignant","clustifyr"
"86618","Malignant","Malignant","clustifyr"
"86619","Stromal","Stromal","clustifyr"
"86620","Malignant","Malignant","clustifyr"
"86621","Malignant","Malignant","clustifyr"
"86622","Myoepi","Stromal","clustifyr"
"86623","Stromal","Stromal","clustifyr"
"86624","Myoepi","Malignant","clustifyr"
"86625","Myoepi","Malignant","clustifyr"
"86626","Malignant","Malignant","clustifyr"
"86627","Malignant","Malignant","clustifyr"
"86628","T","Macrophage","clustifyr"
"86629","Myoepi","Malignant","clustifyr"
"86630","Malignant","Malignant","clustifyr"
"86631","Stromal","Stromal","clustifyr"
"86632","Malignant","Malignant","clustifyr"
"86633","Malignant","Malignant","clustifyr"
"86634","Stromal","Stromal","clustifyr"
"86635","Stromal","Stromal","clustifyr"
"86636","T","T","clustifyr"
"86637","Malignant","Malignant","clustifyr"
"86638","Malignant","Malignant","clustifyr"
"86639","Stromal","Stromal","clustifyr"
"86640","Stromal","Stromal","clustifyr"
"86641","Stromal","Stromal","clustifyr"
"86642","T","B","clustifyr"
"86643","Macrophage","Stromal","clustifyr"
"86644","Malignant","Malignant","clustifyr"
"86645","Stromal","Stromal","clustifyr"
"86646","Malignant","Malignant","clustifyr"
"86647","Stromal","Stromal","clustifyr"
"86648","Plasma","T","clustifyr"
"86649","Malignant","Malignant","clustifyr"
"86650","Malignant","Stromal","clustifyr"
"86651","T","T","clustifyr"
"86652","T","Malignant","clustifyr"
"86653","T","Malignant","clustifyr"
"86654","Malignant","Malignant","clustifyr"
"86655","Myoepi","Malignant","clustifyr"
"86656","T","T","clustifyr"
"86657","Malignant","Malignant","clustifyr"
"86658","Malignant","Malignant","clustifyr"
"86659","Malignant","Malignant","clustifyr"
"86660","Malignant","Malignant","clustifyr"
"86661","Stromal","Malignant","clustifyr"
"86662","Malignant","Malignant","clustifyr"
"86663","Malignant","Malignant","clustifyr"
"86664","Malignant","Malignant","clustifyr"
"86665","Macrophage","Macrophage","clustifyr"
"86666","Malignant","Malignant","clustifyr"
"86667","Malignant","Malignant","clustifyr"
"86668","Malignant","Malignant","clustifyr"
"86669","Myoepi","Malignant","clustifyr"
"86670","Myoepi","Malignant","clustifyr"
"86671","Malignant","Malignant","clustifyr"
"86672","T","T","clustifyr"
"86673","Malignant","Malignant","clustifyr"
"86674","Malignant","Malignant","clustifyr"
"86675","Stromal","Stromal","clustifyr"
"86676","Malignant","Malignant","clustifyr"
"86677","Myoepi","Malignant","clustifyr"
"86678","Stromal","Stromal","clustifyr"
"86679","Myoepi","Malignant","clustifyr"
"86680","Myoepi","Malignant","clustifyr"
"86681","Malignant","Malignant","clustifyr"
"86682","Malignant","Malignant","clustifyr"
"86683","B","T","clustifyr"
"86684","Malignant","Malignant","clustifyr"
"86685","Myoepi","Malignant","clustifyr"
"86686","Malignant","Malignant","clustifyr"
"86687","T","B","clustifyr"
"86688","Malignant","Malignant","clustifyr"
"86689","Malignant","Malignant","clustifyr"
"86690","Stromal","Stromal","clustifyr"
"86691","Malignant","Malignant","clustifyr"
"86692","T","Macrophage","clustifyr"
"86693","Macrophage","Stromal","clustifyr"
"86694","T","Macrophage","clustifyr"
"86695","Plasma","Plasma","clustifyr"
"86696","Stromal","Stromal","clustifyr"
"86697","Myoepi","Malignant","clustifyr"
"86698","Malignant","Malignant","clustifyr"
"86699","Malignant","Malignant","clustifyr"
"86700","Stromal","Stromal","clustifyr"
"86701","Malignant","Malignant","clustifyr"
"86702","Malignant","Malignant","clustifyr"
"86703","Malignant","Malignant","clustifyr"
"86704","Stromal","Stromal","clustifyr"
"86705","Malignant","Malignant","clustifyr"
"86706","T","T","clustifyr"
"86707","T","T","clustifyr"
"86708","Stromal","Stromal","clustifyr"
"86709","Malignant","Malignant","clustifyr"
"86710","Myoepi","Malignant","clustifyr"
"86711","T","T","clustifyr"
"86712","Plasma","Plasma","clustifyr"
"86713","T","T","clustifyr"
"86714","Myoepi","Malignant","clustifyr"
"86715","Stromal","Stromal","clustifyr"
"86716","Malignant","Malignant","clustifyr"
"86717","Malignant","Malignant","clustifyr"
"86718","Myoepi","Malignant","clustifyr"
"86719","Myoepi","Malignant","clustifyr"
"86720","Myoepi","Malignant","clustifyr"
"86721","T","Macrophage","clustifyr"
"86722","Malignant","Malignant","clustifyr"
"86723","Malignant","Malignant","clustifyr"
"86724","Malignant","Malignant","clustifyr"
"86725","Stromal","Stromal","clustifyr"
"86726","Myoepi","Malignant","clustifyr"
"86727","Malignant","Malignant","clustifyr"
"86728","Myoepi","Malignant","clustifyr"
"86729","Malignant","Malignant","clustifyr"
"86730","Malignant","Malignant","clustifyr"
"86731","Malignant","Malignant","clustifyr"
"86732","Plasma","Stromal","clustifyr"
"86733","Stromal","Stromal","clustifyr"
"86734","Myoepi","Malignant","clustifyr"
"86735","Myoepi","Malignant","clustifyr"
"86736","Malignant","Malignant","clustifyr"
"86737","Stromal","Stromal","clustifyr"
"86738","Myoepi","Malignant","clustifyr"
"86739","Malignant","Malignant","clustifyr"
"86740","Myoepi","Malignant","clustifyr"
"86741","Myoepi","Malignant","clustifyr"
"86742","Myoepi","Malignant","clustifyr"
"86743","Macrophage","T","clustifyr"
"86744","Malignant","Malignant","clustifyr"
"86745","Myoepi","Malignant","clustifyr"
"86746","Malignant","Malignant","clustifyr"
"86747","T","T","clustifyr"
"86748","T","Macrophage","clustifyr"
"86749","Malignant","Malignant","clustifyr"
"86750","Plasma","Macrophage","clustifyr"
"86751","Malignant","Malignant","clustifyr"
"86752","Malignant","T","clustifyr"
"86753","Malignant","Malignant","clustifyr"
"86754","T","T","clustifyr"
"86755","T","T","clustifyr"
"86756","T","T","clustifyr"
"86757","Malignant","Malignant","clustifyr"
"86758","Myoepi","Stromal","clustifyr"
"86759","Malignant","Malignant","clustifyr"
"86760","Malignant","Malignant","clustifyr"
"86761","Malignant","Malignant","clustifyr"
"86762","Stromal","Stromal","clustifyr"
"86763","Myoepi","Malignant","clustifyr"
"86764","Plasma","T","clustifyr"
"86765","Stromal","Stromal","clustifyr"
"86766","Malignant","Malignant","clustifyr"
"86767","T","T","clustifyr"
"86768","Stromal","Malignant","clustifyr"
"86769","Myoepi","Malignant","clustifyr"
"86770","T","T","clustifyr"
"86771","Stromal","Stromal","clustifyr"
"86772","Myoepi","Malignant","clustifyr"
"86773","Malignant","Malignant","clustifyr"
"86774","Malignant","Malignant","clustifyr"
"86775","Malignant","Malignant","clustifyr"
"86776","Malignant","Malignant","clustifyr"
"86777","Malignant","Malignant","clustifyr"
"86778","Stromal","Stromal","clustifyr"
"86779","Malignant","Malignant","clustifyr"
"86780","Malignant","Malignant","clustifyr"
"86781","Stromal","Stromal","clustifyr"
"86782","T","T","clustifyr"
"86783","Malignant","Malignant","clustifyr"
"86784","Malignant","Malignant","clustifyr"
"86785","Malignant","Malignant","clustifyr"
"86786","Malignant","Malignant","clustifyr"
"86787","Malignant","Malignant","clustifyr"
"86788","Malignant","Malignant","clustifyr"
"86789","Malignant","Malignant","clustifyr"
"86790","T","T","clustifyr"
"86791","Macrophage","Macrophage","clustifyr"
"86792","Stromal","Stromal","clustifyr"
"86793","Malignant","Stromal","clustifyr"
"86794","Malignant","Malignant","clustifyr"
"86795","T","B","clustifyr"
"86796","T","T","clustifyr"
"86797","Malignant","Malignant","clustifyr"
"86798","Stromal","Stromal","clustifyr"
"86799","Malignant","Malignant","clustifyr"
"86800","Malignant","Malignant","clustifyr"
"86801","Stromal","Stromal","clustifyr"
"86802","B","Macrophage","clustifyr"
"86803","Malignant","Malignant","clustifyr"
"86804","Malignant","Malignant","clustifyr"
"86805","Malignant","Malignant","clustifyr"
"86806","Macrophage","Macrophage","clustifyr"
"86807","Malignant","Malignant","clustifyr"
"86808","Malignant","Malignant","clustifyr"
"86809","Stromal","Stromal","clustifyr"
"86810","Malignant","Malignant","clustifyr"
"86811","Myoepi","Malignant","clustifyr"
"86812","Malignant","Malignant","clustifyr"
"86813","Myoepi","Malignant","clustifyr"
"86814","Myoepi","Malignant","clustifyr"
"86815","Stromal","T","clustifyr"
"86816","Myoepi","Malignant","clustifyr"
"86817","Macrophage","Macrophage","clustifyr"
"86818","Myoepi","Malignant","clustifyr"
"86819","Stromal","Malignant","clustifyr"
"86820","Malignant","Malignant","clustifyr"
"86821","Malignant","Malignant","clustifyr"
"86822","Myoepi","Stromal","clustifyr"
"86823","Stromal","Stromal","clustifyr"
"86824","Malignant","Malignant","clustifyr"
"86825","Malignant","Malignant","clustifyr"
"86826","Stromal","Macrophage","clustifyr"
"86827","Myoepi","Malignant","clustifyr"
"86828","Malignant","Malignant","clustifyr"
"86829","Malignant","Malignant","clustifyr"
"86830","Malignant","Malignant","clustifyr"
"86831","Malignant","Malignant","clustifyr"
"86832","Macrophage","T","clustifyr"
"86833","Malignant","Malignant","clustifyr"
"86834","Myoepi","Malignant","clustifyr"
"86835","Malignant","Malignant","clustifyr"
"86836","Malignant","Malignant","clustifyr"
"86837","Myoepi","Malignant","clustifyr"
"86838","Malignant","Malignant","clustifyr"
"86839","Malignant","Malignant","clustifyr"
"86840","Stromal","Stromal","clustifyr"
"86841","Myoepi","Malignant","clustifyr"
"86842","Malignant","Malignant","clustifyr"
"86843","Malignant","Malignant","clustifyr"
"86844","Myoepi","Malignant","clustifyr"
"86845","Macrophage","B","clustifyr"
"86846","Malignant","Malignant","clustifyr"
"86847","Malignant","Malignant","clustifyr"
"86848","Stromal","Macrophage","clustifyr"
"86849","Malignant","Malignant","clustifyr"
"86850","Stromal","Stromal","clustifyr"
"86851","Myoepi","Malignant","clustifyr"
"86852","Myoepi","Malignant","clustifyr"
"86853","Malignant","Malignant","clustifyr"
"86854","Malignant","Stromal","clustifyr"
"86855","Malignant","Malignant","clustifyr"
"86856","Malignant","Malignant","clustifyr"
"86857","Malignant","Malignant","clustifyr"
"86858","Malignant","Malignant","clustifyr"
"86859","Macrophage","Macrophage","clustifyr"
"86860","Malignant","Malignant","clustifyr"
"86861","Myoepi","Malignant","clustifyr"
"86862","Malignant","Malignant","clustifyr"
"86863","Myoepi","Malignant","clustifyr"
"86864","Myoepi","Malignant","clustifyr"
"86865","Malignant","Malignant","clustifyr"
"86866","Macrophage","Macrophage","clustifyr"
"86867","Malignant","Malignant","clustifyr"
"86868","Stromal","Stromal","clustifyr"
"86869","Malignant","Malignant","clustifyr"
"86870","Stromal","Stromal","clustifyr"
"86871","Malignant","Malignant","clustifyr"
"86872","Malignant","Malignant","clustifyr"
"86873","Myoepi","Malignant","clustifyr"
"86874","Plasma","T","clustifyr"
"86875","Malignant","Malignant","clustifyr"
"86876","T","T","clustifyr"
"86877","Stromal","Stromal","clustifyr"
"86878","Malignant","Malignant","clustifyr"
"86879","T","B","clustifyr"
"86880","Malignant","Malignant","clustifyr"
"86881","Malignant","Malignant","clustifyr"
"86882","T","T","clustifyr"
"86883","Myoepi","Malignant","clustifyr"
"86884","T","T","clustifyr"
"86885","Malignant","Malignant","clustifyr"
"86886","T","T","clustifyr"
"86887","B","T","clustifyr"
"86888","Stromal","Stromal","clustifyr"
"86889","Malignant","Malignant","clustifyr"
"86890","Malignant","Stromal","clustifyr"
"86891","Malignant","Malignant","clustifyr"
"86892","Myoepi","Malignant","clustifyr"
"86893","Malignant","Malignant","clustifyr"
"86894","T","T","clustifyr"
"86895","Malignant","Malignant","clustifyr"
"86896","T","T","clustifyr"
"86897","Malignant","Malignant","clustifyr"
"86898","Stromal","Macrophage","clustifyr"
"86899","Myoepi","Malignant","clustifyr"
"86900","Malignant","Malignant","clustifyr"
"86901","Myoepi","Malignant","clustifyr"
"86902","Malignant","Malignant","clustifyr"
"86903","Malignant","Malignant","clustifyr"
"86904","Malignant","Malignant","clustifyr"
"86905","Malignant","Malignant","clustifyr"
"86906","Macrophage","Malignant","clustifyr"
"86907","Malignant","Malignant","clustifyr"
"86908","Myoepi","Stromal","clustifyr"
"86909","Myoepi","Malignant","clustifyr"
"86910","Macrophage","Macrophage","clustifyr"
"86911","T","T","clustifyr"
"86912","Malignant","Malignant","clustifyr"
"86913","Myoepi","Malignant","clustifyr"
"86914","Myoepi","Malignant","clustifyr"
"86915","Malignant","Malignant","clustifyr"
"86916","Malignant","Malignant","clustifyr"
"86917","Myoepi","Malignant","clustifyr"
"86918","T","T","clustifyr"
"86919","T","T","clustifyr"
"86920","Myoepi","Malignant","clustifyr"
"86921","Myoepi","Malignant","clustifyr"
"86922","Macrophage","Macrophage","clustifyr"
"86923","Malignant","Malignant","clustifyr"
"86924","Malignant","Malignant","clustifyr"
"86925","Malignant","Malignant","clustifyr"
"86926","Myoepi","Malignant","clustifyr"
"86927","B","T","clustifyr"
"86928","Malignant","Malignant","clustifyr"
"86929","Malignant","Malignant","clustifyr"
"86930","Myoepi","Malignant","clustifyr"
"86931","T","B","clustifyr"
"86932","Malignant","Malignant","clustifyr"
"86933","Stromal","Malignant","clustifyr"
"86934","Stromal","Stromal","clustifyr"
"86935","Stromal","Macrophage","clustifyr"
"86936","Malignant","Malignant","clustifyr"
"86937","Malignant","Malignant","clustifyr"
"86938","Stromal","Stromal","clustifyr"
"86939","Malignant","Malignant","clustifyr"
"86940","Malignant","Malignant","clustifyr"
"86941","Malignant","Malignant","clustifyr"
"86942","Malignant","Malignant","clustifyr"
"86943","Malignant","Malignant","clustifyr"
"86944","Malignant","Malignant","clustifyr"
"86945","Malignant","Stromal","clustifyr"
"86946","Stromal","Stromal","clustifyr"
"86947","Malignant","Malignant","clustifyr"
"86948","Malignant","Malignant","clustifyr"
"86949","T","T","clustifyr"
"86950","Malignant","Malignant","clustifyr"
"86951","Malignant","Malignant","clustifyr"
"86952","Malignant","Malignant","clustifyr"
"86953","Malignant","Malignant","clustifyr"
"86954","Stromal","Stromal","clustifyr"
"86955","Malignant","Stromal","clustifyr"
"86956","T","T","clustifyr"
"86957","Malignant","Malignant","clustifyr"
"86958","Stromal","Macrophage","clustifyr"
"86959","T","T","clustifyr"
"86960","Malignant","Malignant","clustifyr"
"86961","Malignant","Malignant","clustifyr"
"86962","Macrophage","Macrophage","clustifyr"
"86963","Myoepi","Malignant","clustifyr"
"86964","Myoepi","Stromal","clustifyr"
"86965","Malignant","Malignant","clustifyr"
"86966","Myoepi","Malignant","clustifyr"
"86967","T","Plasma","clustifyr"
"86968","Malignant","Malignant","clustifyr"
"86969","Malignant","Malignant","clustifyr"
"86970","Malignant","Malignant","clustifyr"
"86971","Malignant","Malignant","clustifyr"
"86972","Myoepi","Malignant","clustifyr"
"86973","Malignant","Malignant","clustifyr"
"86974","Myoepi","Stromal","clustifyr"
"86975","Stromal","Stromal","clustifyr"
"86976","Myoepi","Malignant","clustifyr"
"86977","Myoepi","Malignant","clustifyr"
"86978","T","T","clustifyr"
"86979","Malignant","Malignant","clustifyr"
"86980","Stromal","Stromal","clustifyr"
"86981","Myoepi","Malignant","clustifyr"
"86982","Malignant","Malignant","clustifyr"
"86983","Malignant","Malignant","clustifyr"
"86984","Myoepi","Malignant","clustifyr"
"86985","Myoepi","Malignant","clustifyr"
"86986","Malignant","Malignant","clustifyr"
"86987","Malignant","Malignant","clustifyr"
"86988","Malignant","Malignant","clustifyr"
"86989","T","T","clustifyr"
"86990","Stromal","Macrophage","clustifyr"
"86991","Malignant","Malignant","clustifyr"
"86992","Malignant","Malignant","clustifyr"
"86993","Malignant","Malignant","clustifyr"
"86994","Myoepi","Stromal","clustifyr"
"86995","Malignant","Malignant","clustifyr"
"86996","Malignant","Malignant","clustifyr"
"86997","Malignant","Malignant","clustifyr"
"86998","Malignant","Malignant","clustifyr"
"86999","Malignant","Malignant","clustifyr"
"87000","Malignant","Malignant","clustifyr"
"87001","Malignant","Malignant","clustifyr"
"87002","Myoepi","Malignant","clustifyr"
"87003","Macrophage","T","clustifyr"
"87004","Myoepi","Malignant","clustifyr"
"87005","Malignant","Malignant","clustifyr"
"87006","Stromal","Stromal","clustifyr"
"87007","Malignant","Malignant","clustifyr"
"87008","Malignant","Malignant","clustifyr"
"87009","Malignant","Malignant","clustifyr"
"87010","Malignant","Malignant","clustifyr"
"87011","T","T","clustifyr"
"87012","Malignant","Malignant","clustifyr"
"87013","Malignant","Malignant","clustifyr"
"87014","T","T","clustifyr"
"87015","Myoepi","Malignant","clustifyr"
"87016","Myoepi","Malignant","clustifyr"
"87017","Malignant","Malignant","clustifyr"
"87018","T","T","clustifyr"
"87019","Malignant","Malignant","clustifyr"
"87020","Myoepi","Malignant","clustifyr"
"87021","Myoepi","Malignant","clustifyr"
"87022","Malignant","Malignant","clustifyr"
"87023","Stromal","Stromal","clustifyr"
"87024","Malignant","Malignant","clustifyr"
"87025","Malignant","Malignant","clustifyr"
"87026","Malignant","Malignant","clustifyr"
"87027","Myoepi","Malignant","clustifyr"
"87028","Macrophage","Stromal","clustifyr"
"87029","Plasma","T","clustifyr"
"87030","T","T","clustifyr"
"87031","Malignant","Malignant","clustifyr"
"87032","Malignant","Malignant","clustifyr"
"87033","B","Macrophage","clustifyr"
"87034","Myoepi","Malignant","clustifyr"
"87035","Myoepi","Malignant","clustifyr"
"87036","DC_Mast","Stromal","clustifyr"
"87037","Myoepi","Malignant","clustifyr"
"87038","Malignant","Malignant","clustifyr"
"87039","Malignant","Malignant","clustifyr"
"87040","Malignant","Malignant","clustifyr"
"87041","Myoepi","Malignant","clustifyr"
"87042","Malignant","Malignant","clustifyr"
"87043","Myoepi","Malignant","clustifyr"
"87044","Stromal","Plasma","clustifyr"
"87045","Myoepi","Malignant","clustifyr"
"87046","Stromal","Stromal","clustifyr"
"87047","Stromal","Stromal","clustifyr"
"87048","Malignant","Malignant","clustifyr"
"87049","Malignant","Malignant","clustifyr"
"87050","Malignant","Malignant","clustifyr"
"87051","Macrophage","Stromal","clustifyr"
"87052","T","T","clustifyr"
"87053","T","T","clustifyr"
"87054","Myoepi","Malignant","clustifyr"
"87055","T","Macrophage","clustifyr"
"87056","Malignant","Malignant","clustifyr"
"87057","Malignant","Malignant","clustifyr"
"87058","Malignant","Malignant","clustifyr"
"87059","Myoepi","Malignant","clustifyr"
"87060","T","T","clustifyr"
"87061","Malignant","Malignant","clustifyr"
"87062","Malignant","Stromal","clustifyr"
"87063","Malignant","Malignant","clustifyr"
"87064","Stromal","Stromal","clustifyr"
"87065","Stromal","Stromal","clustifyr"
"87066","Malignant","Malignant","clustifyr"
"87067","Malignant","Malignant","clustifyr"
"87068","T","T","clustifyr"
"87069","Macrophage","Macrophage","clustifyr"
"87070","Malignant","Malignant","clustifyr"
"87071","Stromal","T","clustifyr"
"87072","Malignant","Malignant","clustifyr"
"87073","Malignant","Malignant","clustifyr"
"87074","Stromal","Malignant","clustifyr"
"87075","Stromal","Macrophage","clustifyr"
"87076","Malignant","Malignant","clustifyr"
"87077","Macrophage","Macrophage","clustifyr"
"87078","Myoepi","Malignant","clustifyr"
"87079","Malignant","Malignant","clustifyr"
"87080","Myoepi","Malignant","clustifyr"
"87081","Myoepi","Malignant","clustifyr"
"87082","Malignant","Malignant","clustifyr"
"87083","Myoepi","Malignant","clustifyr"
"87084","Myoepi","Malignant","clustifyr"
"87085","Myoepi","Stromal","clustifyr"
"87086","Malignant","Malignant","clustifyr"
"87087","Malignant","Malignant","clustifyr"
"87088","T","T","clustifyr"
"87089","Malignant","Malignant","clustifyr"
"87090","Malignant","Malignant","clustifyr"
"87091","Malignant","Malignant","clustifyr"
"87092","Malignant","Malignant","clustifyr"
"87093","Malignant","Malignant","clustifyr"
"87094","Malignant","Malignant","clustifyr"
"87095","Plasma","Macrophage","clustifyr"
"87096","Myoepi","Malignant","clustifyr"
"87097","T","Macrophage","clustifyr"
"87098","Malignant","Malignant","clustifyr"
"87099","Malignant","Malignant","clustifyr"
"87100","B","T","clustifyr"
"87101","Malignant","Malignant","clustifyr"
"87102","Myoepi","T","clustifyr"
"87103","Malignant","Malignant","clustifyr"
"87104","Myoepi","Malignant","clustifyr"
"87105","Malignant","Malignant","clustifyr"
"87106","Malignant","Malignant","clustifyr"
"87107","Malignant","Malignant","clustifyr"
"87108","Malignant","Malignant","clustifyr"
"87109","Macrophage","Macrophage","clustifyr"
"87110","Malignant","Malignant","clustifyr"
"87111","Stromal","Stromal","clustifyr"
"87112","Malignant","Malignant","clustifyr"
"87113","Malignant","Malignant","clustifyr"
"87114","Malignant","Malignant","clustifyr"
"87115","Stromal","Stromal","clustifyr"
"87116","T","T","clustifyr"
"87117","T","T","clustifyr"
"87118","Malignant","Malignant","clustifyr"
"87119","Malignant","Malignant","clustifyr"
"87120","Stromal","Stromal","clustifyr"
"87121","Malignant","Malignant","clustifyr"
